iter,keypair,sign,verify
128,2395465,4177786,2295970
129,2395460,5798390,2296122
130,2394255,7523087,2296350
131,2395130,7485554,2296353
132,2394635,7412858,2295916
133,2395380,2777908,2295760
134,2395617,4976195,2295864
135,2395412,5680813,2296003
136,2395626,2777848,2296290
137,2395302,6824017,2296274
138,2395240,4322280,2296156
139,2395380,2777891,2295574
140,2394428,3607794,2295970
141,2395640,4361834,2295876
142,2395354,5077888,2295855
143,2395724,3489933,2295874
144,2395973,2777851,2296095
145,2394591,8805040,2295981
146,2395037,10124183,2295730
147,2395239,6398697,2295839
148,2395662,3528609,2296106
149,2395466,6101748,2295883
150,2395036,6339280,2296095
151,2394651,2777845,2295893
152,2395245,6553029,2296031
153,2395915,2777946,2295432
154,2395437,11028705,2295662
155,2395461,7428336,2296143
156,2395700,2777871,2296000
157,2395242,5003698,2295794
158,2395882,5387849,2295347
159,2395835,7005581,2295893
160,2395040,5561248,2295662
161,2395501,5824791,2296498
162,2394785,9963974,2295825
163,2396128,3491313,2295960
164,2394614,4135609,2295387
165,2394361,2777726,2296029
166,2395867,5688513,2296025
167,2395399,3453534,2295832
168,2394542,4812729,2295989
169,2394506,2777812,2296337
170,2395367,5797919,2296060
171,2395289,5789642,2295867
172,2395465,2777753,2296001
173,2395785,4134820,2296113
174,2396100,7681230,2296226
175,2396302,2778006,2295601
176,2394409,7874301,2295782
177,2394920,4289267,2296229
178,2395486,10845798,2296023
179,2395586,7493020,2295804
180,2395817,3464400,2295739
181,2394930,6369506,2295803
182,2394854,11716116,2296194
183,2395375,7908767,2295190
184,2394950,2777692,2296448
185,2394314,10578389,2296229
186,2395728,6976627,2296167
187,2395069,4209967,2295736
188,2394736,3491438,2295701
189,2396017,5609240,2295758
190,2395780,4399123,2295753
191,2395806,13013043,2296220
192,2395711,4136724,2295829
193,2394984,3491540,2295868
194,2394701,2777794,2296102
195,2394552,4961400,2296256
196,2395125,2777915,2295936
197,2395716,9300965,2296294
198,2395025,5729742,2296502
199,2396036,7979831,2295504
200,2394087,7220951,2296203
201,2396791,7950740,2295444
202,2394487,7690458,2296275
203,2394868,4166997,2296253
204,2395473,5509605,2295705
205,2394847,2777907,2295701
206,2395508,5529944,2296016
207,2394804,4976140,2295605
208,2395820,2777905,2295928
209,2394377,5711479,2295939
210,2395144,2778061,2295805
211,2396118,10625584,2295608
212,2395136,7010289,2296301
213,2395343,6772019,2296095
214,2395111,4968613,2295877
215,2395615,3686244,2295807
216,2396314,6243084,2295810
217,2395189,2778118,2295212
218,2395626,4209133,2296434
219,2394550,3490265,2295879
220,2395500,3460810,2296062
221,2395877,2777942,2295676
222,2394795,5034027,2295631
223,2395386,2777937,2295502
224,2394235,5751036,2295337
225,2396037,7784099,2295708
226,2395112,2777972,2295601
227,2394903,9604396,2295811
228,2395592,4141714,2295851
229,2395320,6510429,2296374
230,2394210,2778122,2295379
231,2394553,8775539,2295868
232,2394753,4280766,2295748
233,2396352,6663577,2295665
234,2396253,7379732,2296464
235,2395505,3491156,2295998
236,2395276,4282970,2296255
237,2394381,7040307,2296262
238,2395415,4202547,2296180
239,2395883,4898940,2295829
240,2395244,16554009,2295714
241,2395532,4878133,2296142
242,2395556,7796155,2296435
243,2395447,8292218,2296123
244,2394969,2777932,2295894
245,2394804,4963850,2296178
246,2395949,2777843,2295866
247,2394447,3607906,2296492
248,2395480,2777834,2296361
249,2395419,3460063,2295486
250,2394844,2777764,2296295
251,2394880,5875336,2295974
252,2395022,6996058,2296025
253,2394828,7181737,2296095
254,2395317,2777756,2296201
255,2395136,12587186,2296175
256,2395032,7603118,2296146
257,2394817,6323780,2296039
258,2395742,9672156,2295664
259,2394851,2777786,2296089
260,2395073,4819102,2295973
261,2396193,2777760,2296179
262,2395298,8898362,2295869
263,2395156,4923684,2295795
264,2395637,2777888,2295738
265,2395621,2777818,2296439
266,2395290,4816886,2295792
267,2394407,8925982,2296384
268,2395240,6420516,2295873
269,2395343,4245145,2295747
270,2394682,6735119,2296516
271,2395971,4282962,2296372
272,2395893,4853904,2296119
273,2395317,4964775,2295503
274,2396503,6396810,2295858
275,2395016,3608819,2296138
276,2395203,2777765,2296123
277,2395338,5680339,2295916
278,2395682,6407388,2295682
279,2395453,4171478,2296702
280,2395297,4252217,2295720
281,2394818,4478229,2295545
282,2394959,7190751,2296188
283,2395070,6192705,2295759
284,2395450,13537698,2295962
285,2395094,4136208,2296033
286,2394892,3461898,2295909
287,2394930,12514166,2295708
288,2396161,10298636,2295786
289,2395536,2777915,2295615
290,2395114,5927966,2295702
291,2395388,5913700,2296035
292,2395121,3489738,2296335
293,2395359,2777880,2295965
294,2394903,15137709,2295987
295,2395818,3458718,2296121
296,2394578,7418852,2296201
297,2394284,6555283,2296265
298,2395987,4135889,2295503
299,2394477,2777850,2296037
300,2394573,6543235,2295922
301,2395599,5152303,2295531
302,2394922,5676230,2296342
303,2395187,9799620,2295812
304,2394714,12139971,2295962
305,2395874,4957915,2296033
306,2394692,3607522,2296302
307,2394286,2777919,2295491
308,2395432,3607915,2295917
309,2395653,2777793,2296383
310,2396017,2777871,2296087
311,2394935,3647765,2295716
312,2395191,4243699,2295421
313,2394693,5751908,2296156
314,2395143,8863190,2296079
315,2395370,4320779,2296257
316,2395474,4171750,2295864
317,2395307,4920666,2296108
318,2394924,5538440,2295865
319,2396768,6224772,2295575
320,2396274,2777832,2296247
321,2394888,3456752,2296005
322,2395077,2777785,2295916
323,2395214,2777740,2296160
324,2394594,3489859,2296273
325,2395581,4292703,2296358
326,2395585,10190552,2296330
327,2395953,4400054,2296239
328,2395986,2777865,2295626
329,2396092,4131425,2295604
330,2395996,5877621,2295798
331,2395713,2777858,2295822
332,2394982,2777934,2295700
333,2395708,24530767,2296007
334,2394805,8208999,2296199
335,2395169,6696477,2295772
336,2394899,4929899,2295857
337,2395606,3685988,2296696
338,2395077,2777971,2295654
339,2395501,5533673,2295620
340,2396023,6991855,2296463
341,2395561,13783720,2296147
342,2394834,4888871,2296020
343,2394776,4324381,2295675
344,2394937,5529365,2295781
345,2394958,3464790,2296292
346,2394231,3569877,2295490
347,2395405,6285278,2295836
348,2395140,4322132,2295736
349,2395530,15310307,2295898
350,2394458,3459860,2296337
351,2394852,2777871,2296230
352,2394562,9832663,2295714
353,2395266,7004704,2295715
354,2395406,2778013,2295584
355,2394522,7237016,2295973
356,2395515,3456048,2295905
357,2395310,7340400,2296059
358,2395320,3452322,2295827
359,2394621,2777905,2296124
360,2395544,3464813,2295681
361,2396000,3458252,2296033
362,2394847,3463426,2295693
363,2395115,2777964,2295900
364,2395422,4282038,2295985
365,2395834,4139119,2295781
366,2395447,6468541,2295842
367,2394703,3609272,2295893
368,2394802,5002066,2296600
369,2395137,4558568,2295741
370,2395493,7375110,2295593
371,2395310,8747274,2295851
372,2395214,2777831,2296307
373,2394454,7001157,2296256
374,2395544,5599984,2295817
375,2394251,4371105,2296146
376,2395997,2777799,2296271
377,2394536,3647310,2295859
378,2395834,2777879,2296123
379,2395408,6468191,2296710
380,2395197,3490030,2295518
381,2395815,4921631,2295841
382,2394880,8505872,2296303
383,2395363,7343236,2296278
384,2396072,4144250,2295719
385,2395130,3530083,2295823
386,2395694,12977987,2295704
387,2394411,2777967,2295537
388,2395592,5680072,2295849
389,2395777,3463030,2295736
390,2395401,6317618,2295826
391,2395565,13177521,2295762
392,2394964,10703776,2295815
393,2394599,4819849,2295534
394,2394719,5495970,2296134
395,2395912,10540951,2295946
396,2396135,3609312,2295569
397,2395160,2777909,2296626
398,2395145,5600942,2296143
399,2396094,4323018,2295677
400,2395494,2777819,2296069
401,2393362,4369675,2295469
402,2394992,2777798,2295872
403,2395227,7950443,2296026
404,2395232,8014618,2295928
405,2395504,9055191,2296329
406,2395773,7377423,2296010
407,2395089,7203672,2295936
408,2395665,8502341,2295830
409,2394228,4280978,2296155
410,2395438,4207567,2295995
411,2394489,10055393,2295763
412,2395970,2777873,2295551
413,2395036,3459117,2295448
414,2396580,7184978,2296326
415,2394874,9318923,2295731
416,2395790,7378381,2295697
417,2395077,4288393,2296166
418,2395928,4999079,2295688
419,2395572,2777878,2295653
420,2394681,7156769,2295898
421,2395277,3461993,2295960
422,2395485,3687845,2296371
423,2394545,2778045,2295696
424,2394856,4241588,2296014
425,2395774,2777843,2295830
426,2395343,3460180,2296035
427,2394745,4856243,2296287
428,2394891,2777832,2296083
429,2395059,3528690,2295469
430,2395477,2777923,2295380
431,2395098,5770066,2296009
432,2395974,3608549,2296019
433,2394606,7112835,2296010
434,2395083,2777725,2296654
435,2395667,4131530,2296414
436,2395261,13095031,2295503
437,2394568,9954346,2295854
438,2395030,2777845,2295644
439,2395881,3458654,2295217
440,2396454,15752916,2296406
441,2396054,6502147,2295957
442,2395630,2777837,2295974
443,2395686,6959645,2295872
444,2395532,8693563,2295877
445,2395291,10562000,2296297
446,2394073,2777914,2295990
447,2395305,3453810,2295960
448,2395676,3647711,2295963
449,2394930,4361557,2296217
450,2396273,10170129,2295812
451,2395916,6624681,2295710
452,2395180,7271248,2296422
453,2394897,8517142,2296129
454,2395752,8469076,2295705
455,2395625,2777866,2296203
456,2395961,6516933,2295488
457,2394789,11407570,2296532
458,2394773,5562508,2295635
459,2395481,3455880,2295905
460,2394028,7146971,2295845
461,2394970,9980045,2296196
462,2394555,12403579,2295664
463,2395539,6472410,2296046
464,2395148,2777834,2295918
465,2394744,2777898,2295565
466,2396551,5651188,2295899
467,2394948,5117111,2295749
468,2395603,3453588,2295787
469,2395965,5557978,2295805
470,2395860,7524486,2296060
471,2394858,7773317,2295834
472,2395711,2777946,2295801
473,2394804,3648044,2295449
474,2395762,5009101,2295936
475,2394477,15031929,2296368
476,2395371,10178295,2295965
477,2395303,5037914,2296460
478,2395273,7416829,2295469
479,2394653,5833845,2295708
480,2394522,2777824,2296128
481,2395883,4281225,2296029
482,2395149,4328024,2295950
483,2395548,4242835,2296468
484,2394650,3460268,2295791
485,2394731,3462365,2295707
486,2395551,5205844,2295795
487,2394984,7945402,2295720
488,2395449,2777939,2295586
489,2393934,3462569,2295884
490,2395236,3458603,2295825
491,2395213,9974734,2295873
492,2395310,3452125,2296275
493,2394707,22294478,2295988
494,2395722,6465592,2295963
495,2395125,13578928,2296321
496,2395299,3462416,2295912
497,2394796,2777869,2295888
498,2395410,3459246,2295664
499,2394857,4327438,2295978
500,2395366,6389647,2295824
501,2396019,3607538,2296223
502,2395493,2777982,2296060
503,2394884,6994607,2295579
504,2395088,6280804,2296098
505,2395003,3458805,2296469
506,2395146,4322229,2295716
507,2395401,4854905,2296083
508,2395083,8011401,2296269
509,2394546,3458911,2295486
510,2395841,2777895,2296062
511,2394776,5838195,2295521
512,2395808,3569969,2295923
513,2394254,5716185,2296012
514,2396028,4216621,2295283
515,2395738,3530112,2296166
516,2395249,2777803,2296391
517,2396255,5002853,2295830
518,2396109,3457834,2296157
519,2395316,2777809,2296289
520,2395206,5114938,2296206
521,2395194,2777942,2295683
522,2395738,3464135,2296127
523,2394971,3453212,2296183
524,2395658,4207247,2295880
525,2395686,4997066,2295832
526,2394721,5636625,2295943
527,2395307,4240555,2296285
528,2394900,8871003,2295960
529,2394953,5076723,2296153
530,2394713,2777889,2296137
531,2394881,5123557,2296175
532,2395084,4925414,2296325
533,2396439,9459776,2296251
534,2395618,8704822,2295691
535,2395500,6574496,2295641
536,2395137,5557800,2295676
537,2396433,5910078,2296252
538,2396298,15571036,2295919
539,2395638,10291629,2296040
540,2395601,3454386,2295969
541,2395854,2777908,2295875
542,2395522,2777887,2295945
543,2395800,4323275,2295687
544,2395752,3461770,2295773
545,2394834,15856983,2295746
546,2395189,3460828,2295701
547,2395578,3464237,2295808
548,2394458,4132378,2295968
549,2396531,5574324,2296018
550,2396070,5754574,2296100
551,2395433,14834115,2295696
552,2395465,3528557,2295934
553,2394633,2777943,2295878
554,2395431,7862588,2296588
555,2395349,3456601,2295707
556,2396131,4136858,2295909
557,2396059,3569610,2296020
558,2395518,2777880,2295842
559,2394785,3607989,2296001
560,2396448,18399332,2295937
561,2395224,7787671,2296248
562,2395996,3648365,2296288
563,2395715,2777857,2295991
564,2394952,7086398,2296061
565,2395060,17744485,2296237
566,2394837,6630549,2295273
567,2395116,3458880,2295722
568,2395112,2777844,2295839
569,2395297,3491417,2296204
570,2396564,2777770,2296226
571,2394491,6440803,2295619
572,2395791,2777907,2295734
573,2394936,5728148,2295745
574,2395002,3458746,2296249
575,2395708,2777759,2296571
576,2394791,2777766,2296220
577,2394407,4321638,2295822
578,2394104,3529749,2296257
579,2394294,7111186,2296106
580,2395510,4849164,2296083
581,2395211,7664107,2296558
582,2395014,4328408,2295795
583,2394562,5946327,2295305
584,2395801,2777934,2295560
585,2394045,3460376,2295872
586,2394756,7985123,2295989
587,2395425,5641036,2296358
588,2394773,8932820,2295910
589,2394636,4358854,2296444
590,2395614,7000334,2295586
591,2394496,3491496,2296274
592,2395331,3646638,2296506
593,2396674,3569629,2295770
594,2395615,4177675,2295941
595,2395571,3686969,2296130
596,2395343,5718956,2295820
597,2395766,3455564,2296062
598,2395464,3460937,2295406
599,2395235,5611099,2295614
600,2395391,9269683,2295947
601,2394192,6248361,2295645
602,2395221,3464841,2295899
603,2394516,4818074,2296008
604,2393714,4399305,2295883
605,2395001,4369541,2295798
606,2395469,4208811,2296103
607,2394766,7711123,2295766
608,2394647,10060885,2295734
609,2395777,8775120,2296062
610,2395363,4885478,2295819
611,2395260,18104395,2295892
612,2394384,2777876,2295615
613,2394203,5713749,2295678
614,2395481,2777797,2295932
615,2395681,3491167,2295815
616,2395214,2777865,2295882
617,2396541,7797146,2296215
618,2395132,14729142,2296784
619,2395096,18045825,2295719
620,2395125,4898676,2296541
621,2394977,14809000,2295856
622,2395187,3569456,2295989
623,2395103,2777928,2296028
624,2395525,7898601,2296064
625,2394265,10100256,2295708
626,2393966,11652797,2295423
627,2395484,11161430,2295586
628,2395003,6735559,2295972
629,2395308,12035476,2296037
630,2395529,13311326,2296261
631,2395348,8906850,2295895
632,2394561,7963157,2296066
633,2395418,8055876,2295711
634,2395993,3490287,2295942
635,2395701,4295396,2295747
636,2394986,7842083,2295677
637,2395039,8634839,2295789
638,2395416,3456557,2296014
639,2395204,7800491,2295926
640,2395315,4166564,2295653
641,2396066,15285444,2296626
642,2394555,4856004,2295765
643,2396178,6637537,2296315
644,2396113,3452649,2295721
645,2394773,4132645,2295803
646,2395446,4131933,2295877
647,2394795,5645203,2295906
648,2394248,3453967,2295653
649,2395066,12451065,2295892
650,2394426,3459378,2295893
651,2395418,4172856,2296099
652,2395286,10196022,2296317
653,2395012,6472630,2296029
654,2394585,2777839,2295749
655,2395730,4134455,2296093
656,2395045,5871278,2296035
657,2395692,2777785,2296147
658,2395846,3646646,2295812
659,2395315,4999533,2296075
660,2395807,2777880,2296073
661,2395234,4203825,2295918
662,2394928,12730060,2295762
663,2394913,23353749,2296123
664,2395264,4138683,2295986
665,2395545,2777803,2296510
666,2395412,4171795,2295871
667,2395524,3686583,2295999
668,2395435,3608404,2295765
669,2395698,4131357,2295734
670,2394750,7006320,2296472
671,2394325,4146078,2296063
672,2394451,7838416,2296469
673,2394625,10196752,2296196
674,2395579,2777889,2296059
675,2394366,3456018,2296422
676,2395254,4319774,2295369
677,2395070,11658529,2295967
678,2396196,6435032,2296044
679,2395403,8044740,2296003
680,2394416,5154522,2295722
681,2394923,11931355,2295841
682,2395937,7582285,2295844
683,2395530,6812579,2295871
684,2394486,2777962,2295591
685,2394420,7860346,2296176
686,2394659,5499851,2296292
687,2395214,2777874,2295956
688,2394768,4861450,2296007
689,2395993,3647999,2296118
690,2395063,4890374,2295463
691,2394863,15102118,2296202
692,2395222,10133569,2295321
693,2395294,8016520,2296091
694,2394977,16589417,2296049
695,2394772,7762506,2295829
696,2394597,2777966,2295994
697,2394993,10277487,2296706
698,2394454,5154064,2295815
699,2394231,6360840,2295844
700,2395366,7753649,2295374
701,2394999,6633354,2296074
702,2395208,9447331,2295673
703,2395922,5671635,2295888
704,2394591,9570463,2296462
705,2395412,4170835,2295927
706,2394499,8357802,2296309
707,2394364,5984744,2295745
708,2394834,4283250,2295573
709,2395098,4327883,2295815
710,2395094,2777887,2295627
711,2394476,2778033,2295433
712,2395651,16826887,2296083
713,2396149,5151065,2295612
714,2395608,2777900,2296093
715,2395651,30915901,2296727
716,2394664,5003459,2296032
717,2394593,5564624,2296372
718,2395919,2777818,2296122
719,2395658,2777860,2296105
720,2395871,11719749,2295717
721,2396388,4141492,2295796
722,2395464,8526723,2296411
723,2395262,4281760,2296468
724,2395517,6517896,2295968
725,2395523,5036415,2296485
726,2396167,4845304,2295682
727,2395764,5001603,2295689
728,2395462,9561789,2295905
729,2394936,6358001,2295726
730,2394115,,
