iter,keygen_ns
686,5723937
687,6502837
688,4859697
689,4336348
690,11947465
691,4889013
692,5490412
693,4601139
694,4497917
695,4521428
696,6423809
697,4994147
698,5226784
699,4706218
700,5313247
701,5070845
702,7186031
703,4437781
704,7429247
705,4324623
706,4330883
707,5079198
708,4961811
709,5259561
710,6240096
711,5118245
712,5175942
713,6060468
714,4459083
715,4547163
716,7733699
717,6847572
718,5076933
719,5661386
720,6076861
721,4962697
722,4276926
723,4221840
724,6441658
725,7213985
726,5554056
727,4946140
728,4796182
729,5365525
730,6159260
731,5540376
732,4870700
733,6899249
734,4821678
735,4454731
736,4543079
737,6693182
738,5618438
739,7372716
740,4350953
741,4496202
742,4372611
743,6524495
744,7319883
745,4482536
746,4691016
747,4692879
748,4203614
749,5317025
750,5368227
751,5844780
752,4980320
753,4344233
754,4467285
755,8302714
756,5755740
757,5443683
758,5279769
759,4355441
760,10305675
761,6145994
762,4458565
763,10546426
764,5203112
765,4565599
766,5220801
767,4444046
768,4741612
769,4825015
770,4593266
771,4217007
772,6970183
773,7062305
774,9141334
775,5333962
776,8912852
777,4938890
778,4444314
779,4232111
780,6680769
781,5287638
782,4354152
783,6964230
784,7922807
785,4352991
786,6823185
787,5240945
788,8241283
789,8656752
790,4493339
791,5719292
792,6076826
793,4813649
794,9615655
795,6238846
796,4969907
797,4831221
798,5966546
799,5698713
800,4451852
801,6063043
802,4827966
803,4701785
804,4447476
805,5879993
806,4326671
807,7645615
808,10725261
809,5467154
810,6924880
811,6784737
812,4383315
813,5452370
814,4579492
815,5484609
816,4731708
817,4453712
818,5456432
819,6852276
820,4560301
821,4586761
822,8510531
823,4195112
824,4194359
825,6266138
826,4308880
827,4193647
828,6562756
829,6460748
830,4549918
831,7037536
832,5363110
833,5723159
834,5837707
835,5340765
836,5361659
837,4581733
838,4453847
839,7628554
840,5719673
841,4327212
842,4589718
843,5315893
844,5063874
845,5001119
846,5310489
847,6764997
848,5686680
849,4777689
850,5550087
851,4857977
852,4738331
853,5624612
854,5051859
855,5183702
856,6259344
857,5627605
858,5731443
859,4583959
860,4207533
861,4223537
862,5064445
863,6943078
864,5328595
865,6303700
866,4704289
867,6478220
868,5235743
869,4956623
870,6178492
871,5873560
872,4450974
873,6264931
874,4696751
875,4662327
876,5587917
877,4519340
878,5416085
879,7223418
880,7465841
881,4733791
882,4224703
883,5951455
884,5170454
885,4320401
886,5089084
887,4359594
888,6108665
889,4245058
890,6312656
891,4588948
892,4372961
893,6145353
894,5025164
895,4620822
896,4327277
897,7665145
898,4956823
899,7743861
900,4744732
901,4204784
902,8392372
903,5264387
904,4959325
905,4201482
906,4852979
907,4977202
908,5096383
909,4730657
910,4870101
911,4698715
912,5807371
913,5834516
914,8093227
915,6477774
916,4631798
917,5103462
918,6124378
919,5356453
920,4205768
921,5750630
922,4479598
923,7183975
924,4198374
925,5190292
926,4207757
927,4561940
928,4582818
929,7041082
930,4209624
931,4848587
932,4849071
933,8098970
934,9958424
935,4368410
936,6414706
937,4613382
938,4570793
939,5956212
940,4834729
941,6696701
942,5188571
943,4694863
944,4829482
945,4331996
946,4449224
947,4197916
948,5582627
949,5680022
950,5726434
951,5739728
952,4238362
953,4511317
954,4255936
955,4861513
956,4593890
957,8754345
958,9484165
959,4702288
960,5083950
961,5439737
962,4440503
963,6210706
964,5313814
965,4691392
966,5326280
967,6735358
968,7307416
969,5570768
970,4584162
971,4227497
972,5121810
973,4204017
974,6114140
975,5877445
976,4495660
977,8019316
978,4494379
979,5328391
980,4443174
981,4226852
982,4433917
983,5316310
984,5938159
985,4202954
986,4814313
987,4558686
988,4955701
989,5489813
990,4942380
991,5561058
992,4949722
993,5921486
994,4560181
995,6856904
996,4834831
997,4723953
998,5123457
999,6335860
1000,5307974
1001,5015337
1002,4372571
1003,7345372
1004,4811238
1005,6309225
1006,4584249
1007,4582299
1008,4665323
1009,4587489
1010,4692455
1011,4828814
1012,5689359
1013,5061088
1014,6704863
1015,4702968
1016,4484976
1017,7357710
1018,4227703
1019,6972109
1020,6337210
1021,5050425
1022,5519299
1023,7356855
1024,5240126
1025,4502962
1026,4954579
1027,4605382
1028,6634097
1029,5276953
1030,5344589
1031,4332275
1032,4682588
1033,8883653
1034,4957331
1035,5531659
1036,4360337
1037,4215000
1038,4453470
1039,4360438
1040,4583907
1041,5077164
1042,5698119
1043,4459008
1044,4983184
1045,5240434
1046,6372013
1047,4220281
1048,4976746
1049,5316839
1050,5100830
1051,5073289
1052,5803817
1053,5313105
1054,4370571
1055,4447442
1056,4677677
1057,4717196
1058,9541564
1059,4531336
1060,5453307
1061,4228140
1062,5180006
1063,8533714
1064,4345189
1065,5371777
1066,4207046
1067,4221225
1068,5700378
1069,4832810
1070,4323183
1071,4439748
1072,4437589
1073,5424968
1074,4203085
1075,4946269
1076,6295711
1077,4797576
1078,4265723
1079,5706697
1080,4441275
1081,5412550
1082,10141397
1083,4276528
1084,5231211
1085,6701209
1086,9150447
1087,6301135
1088,6695280
1089,9879728
1090,5705746
1091,7498465
1092,4196385
1093,4687204
1094,5597293
1095,6057998
1096,4377755
1097,6445355
1098,6758606
1099,5087930
1100,6162506
1101,4601835
1102,5097753
1103,4291078
1104,4689204
1105,6348950
1106,4460344
1107,5308498
1108,4185791
1109,7193281
1110,4432876
1111,6799548
1112,4690614
1113,5920097
1114,4693144
1115,4378325
1116,6437754
1117,4588185
1118,4949242
1119,4864904
1120,5782301
1121,4690792
1122,4602515
1123,5098319
1124,4949049
1125,8147835
1126,5553941
1127,6119390
1128,4321205
1129,4335441
1130,4432361
1131,6807555
1132,5739868
1133,4558776
1134,4470594
1135,6602296
1136,4567045
1137,4258262
1138,5065172
1139,7951639
1140,4794682
1141,4475769
1142,4470225
1143,6016228
1144,6347882
1145,7334699
1146,4714276
1147,6465455
1148,6319346
1149,5949028
1150,5826082
1151,6206725
1152,5349634
1153,5334134
1154,4199906
1155,5942911
1156,5199127
1157,5109679
1158,7102744
1159,5306089
1160,4815924
1161,4329331
1162,6580108
1163,6055679
1164,7280488
1165,4929616
1166,4734302
1167,6426892
1168,4728844
1169,5473559
1170,4570395
1171,8264887
1172,4699992
1173,4387957
1174,5122781
1175,4580720
1176,7851415
1177,6448995
1178,6531907
1179,4933016
1180,5693727
1181,5451176
1182,5171406
1183,5831934
1184,5508903
1185,4576256
1186,5562948
1187,8546379
1188,4568275
1189,5610244
1190,7292088
1191,4939220
1192,5687947
1193,4704461
1194,8033229
1195,7668589
1196,5825869
1197,5289828
1198,4298628
1199,4938391
1200,6825744
1201,5783365
1202,7934075
1203,6824858
1204,6457787
1205,5022706
1206,5405453
1207,4201755
1208,4823568
1209,4605187
1210,4468015
1211,5230054
1212,5966174
1213,6931936
1214,5433928
1215,7422631
1216,7483903
1217,6844853
1218,5589859
1219,4409772
1220,4322042
1221,5461453
1222,5326533
1223,4436483
1224,5084274
1225,4821245
1226,4455497
1227,4712776
1228,6605928
1229,5611868
1230,4589201
1231,4781424
1232,4956798
1233,5086988
1234,4720103
1235,6753688
1236,4359767
1237,4249933
1238,4592773
1239,4816427
1240,4722659
1241,4221339
1242,4202759
1243,4836592
1244,4937662
1245,6155569
1246,4320406
1247,4330857
1248,5123044
1249,10166473
1250,7764075
1251,4582754
1252,5805821
1253,6452378
1254,5828985
1255,6815083
1256,4812874
1257,8677455
1258,4830464
1259,4825612
1260,4523604
1261,4258668
1262,4603507
1263,6187161
1264,6416179
1265,4938847
1266,6440692
1267,4574985
1268,5620995
1269,5606678
1270,5881506
1271,6224945
1272,6710308
1273,12270956
1274,4259180
1275,4836335
1276,6190859
1277,4450911
1278,4473383
1279,7591192
1280,4598844
1281,6915277
1282,4229483
1283,7078960
1284,4319340
1285,4682810
1286,5671213
1287,4465255
1288,4342848
1289,5798523
1290,4205800
1291,4969305
1292,4970520
1293,4225820
1294,4716546
1295,8832882
1296,4931104
1297,6103435
1298,5275919
1299,7092741
1300,4287510
1301,4194049
1302,6293495
1303,5091123
1304,7502478
1305,9409064
1306,5083813
1307,7375696
1308,5127374
1309,4569719
1310,4845167
1311,4442120
1312,5115466
1313,4213271
1314,4457220
1315,6836566
1316,4693685
1317,4314045
1318,5060140
1319,5195990
1320,5452461
1321,4185831
1322,9876045
1323,4813059
1324,7549612
1325,5357048
1326,6069586
1327,8376083
1328,4593438
1329,4197560
1330,4831030
1331,8075227
1332,6813208
1333,4684588
1334,4193825
1335,4473686
1336,4311839
1337,7106390
1338,4203804
1339,6135870
1340,4718092
1341,10579261
1342,6064726
1343,5776834
1344,4447241
1345,10996793
1346,6076306
1347,4279722
1348,5784008
1349,5539446
1350,5271438
1351,7391911
1352,4199181
1353,4557955
1354,7433210
1355,6807613
1356,4839527
1357,4858915
1358,4601283
1359,4670200
1360,7510071
1361,5252552
1362,5112674
1363,5357531
1364,5228668
1365,6578820
1366,4449082
1367,4703058
1368,4324645
1369,4702536
1370,4433719
1371,4468050
1372,5982964
1373,6177248
1374,9051813
1375,4204443
1376,4685922
1377,4308893
1378,5161036
1379,6504180
1380,4202501
1381,5307750
1382,6370118
1383,4478208
1384,4465936
1385,5377196
1386,7077990
1387,4339887
1388,5475661
1389,4491762
1390,4622192
1391,4753967
1392,5025185
1393,4576710
1394,4442921
1395,4323778
1396,5075172
1397,4286273
1398,5186895
1399,4699025
1400,5059332
1401,4693008
1402,4838835
1403,4774539
1404,6882032
1405,4349698
1406,4956220
1407,4469044
1408,4737290
1409,5702869
1410,6069153
1411,4441544
1412,4576442
1413,6230507
1414,4723532
1415,4956502
1416,4969063
1417,4611265
1418,4461103
1419,4955150
1420,5976966
1421,6598574
1422,4863120
1423,5380697
1424,6116284
1425,5455606
1426,4791198
1427,6359867
1428,4439751
1429,5695924
1430,5504876
1431,5097876
1432,4205773
1433,5424175
1434,4970166
1435,5500186
1436,6696726
1437,6804806
1438,4445287
1439,4332096
1440,5821013
1441,5076273
1442,4465901
1443,4970612
1444,4329984
1445,4805786
1446,4322310
1447,6208361
1448,5165309
1449,4715664
1450,4258853
1451,4343165
1452,6777008
1453,5701961
1454,6124660
1455,5436248
1456,8029456
1457,6058320
1458,7840026
1459,4464269
1460,4211990
1461,4322022
1462,4712307
1463,4953218
1464,4477904
1465,4523528
1466,4261741
1467,4211039
1468,5255326
1469,5540553
1470,5855869
1471,4674134
1472,7608984
1473,5315087
1474,4707354
1475,8294431
1476,5455735
1477,6549696
1478,4316375
1479,4583722
1480,5207912
1481,4317422
1482,4445295
1483,4200045
1484,6311821
1485,4693532
1486,4690739
1487,4448995
1488,4423399
1489,4706673
1490,5703877
1491,4598439
1492,5851416
1493,5331298
1494,6450301
1495,4319170
1496,6383813
1497,4950854
1498,6302513
1499,4639488
1500,6328988
1501,5317087
1502,6100727
1503,4692464
1504,5180641
1505,11851964
1506,5469259
1507,5986388
1508,5223847
1509,5446313
1510,7066141
1511,11304448
1512,5076456
1513,5740781
1514,5828871
1515,4554732
1516,5373769
1517,5051670
1518,5086050
1519,4331012
1520,5696582
1521,4240180
1522,4213453
1523,4829527
1524,4314761
1525,4559854
1526,7148511
1527,4324048
1528,5836110
1529,4818323
1530,4857594
1531,4211832
1532,5844776
1533,5208302
1534,5224215
1535,4888179
1536,4195019
1537,5456403
1538,6301008
1539,5002909
1540,5612695
1541,4220317
1542,4614186
1543,5422632
1544,5222220
1545,4341252
1546,4196413
1547,6973854
1548,5020712
1549,4529522
1550,5795065
1551,4352289
1552,7144848
1553,6564609
1554,4464056
1555,5523140
1556,5446382
1557,6057948
1558,5847074
1559,4669172
1560,4192963
1561,8567828
1562,12826894
1563,4574810
1564,6712104
1565,4725454
1566,5545451
1567,5309260
1568,11106429
1569,5700873
1570,5156208
1571,5853078
1572,4708276
1573,4346164
1574,8560634
1575,5525150
1576,6375342
1577,4319745
1578,6239428
1579,4320137
1580,4333810
1581,4592389
1582,4201024
1583,4460446
1584,4966849
1585,5217810
1586,4343220
1587,4780408
1588,5282520
1589,7392463
1590,7237610
1591,4509953
1592,5403099
1593,5189683
1594,5444148
1595,5305277
1596,5935761
1597,6935125
1598,4282121
1599,6821581
1600,5590945
1601,4722189
1602,4805163
1603,4606487
1604,5964779
1605,9272868
1606,6081254
1607,4194850
1608,4845731
1609,5927967
1610,5847812
1611,4917160
1612,4597178
1613,9772353
1614,4229533
1615,5931082
1616,6587923
1617,4958626
1618,4933205
1619,4589508
1620,4200152
1621,6789678
1622,4807594
1623,6716399
1624,4583859
1625,7942408
1626,6785201
1627,4542976
1628,5948076
1629,5321105
1630,7669120
1631,7094415
1632,4365819
1633,5111084
1634,4320344
1635,5302592
1636,5229857
1637,12138220
1638,8942645
1639,5528560
1640,4582169
1641,4318912
1642,4593347
1643,4842157
1644,5093329
1645,4604437
1646,4947928
1647,4828354
1648,4618688
1649,6332365
1650,4629008
1651,4477477
1652,4557675
1653,6596185
1654,5578257
1655,5017242
1656,8187456
1657,5575190
1658,4222902
1659,4943646
1660,9485943
1661,4195633
1662,5930903
1663,6432961
1664,4310883
1665,7199576
1666,4510972
1667,4457317
1668,4443414
1669,4982126
1670,4194670
1671,4166818
1672,4725858
1673,7386553
1674,5442699
1675,6823957
1676,4755857
1677,5722836
1678,4460231
1679,4826708
1680,7825822
1681,5581552
1682,8595829
1683,4202614
1684,4438777
1685,4956765
1686,5410071
1687,5825418
1688,5319628
1689,4305023
1690,4685319
1691,6032172
1692,7348140
1693,4921536
1694,7108804
1695,9805267
1696,8075016
1697,4192599
1698,5596190
1699,4196695
1700,4474761
1701,5708956
1702,5586174
1703,4322278
1704,4692432
1705,8174388
1706,4189670
1707,4316616
1708,6920611
1709,5206048
1710,4859801
1711,8788473
1712,6056532
1713,4836493
1714,8121507
1715,6344420
1716,4231074
1717,4489855
1718,6089199
1719,4186071
1720,9020526
1721,5201369
1722,4570591
1723,5305654
1724,4621725
1725,4819961
1726,4805661
1727,4217491
1728,4207179
1729,6625720
1730,7612776
1731,5552641
1732,4625290
1733,4332428
1734,8349136
1735,6283128
1736,5684647
1737,4331815
1738,4976572
1739,5087069
1740,4979670
1741,7244200
1742,4578593
1743,5329839
1744,4455773
1745,4347153
1746,4715400
1747,4992733
1748,4884427
1749,5282530
1750,8929611
1751,4551842
1752,5245511
1753,4602653
1754,4934892
1755,4204846
1756,4469060
1757,4385855
1758,4199562
1759,4779471
1760,4218019
1761,4953729
1762,4933876
1763,4561867
1764,4712844
1765,4338461
1766,6691753
1767,5218278
1768,4478988
1769,4243141
1770,4740043
1771,4582676
1772,5644844
1773,4402555
1774,4339537
1775,4189426
1776,6974660
1777,5233533
1778,4452193
1779,5578468
1780,4473831
1781,4975224
1782,5946997
1783,6156327
1784,5984895
1785,6000915
1786,4638501
1787,5776675
1788,5834784
1789,4235213
1790,6490605
1791,5812685
1792,4320748
1793,8064720
1794,7304346
1795,5372618
1796,4548563
1797,4327960
1798,5100859
1799,6210528
1800,6001832
1801,6539428
1802,5714471
1803,4262125
1804,4203786
1805,4189817
1806,5730293
1807,4454573
1808,6318227
1809,4478705
1810,6530923
1811,7714971
1812,4942572
1813,5187943
1814,5967388
1815,7435989
1816,6944423
1817,5790645
1818,4711371
1819,4593467
1820,5583690
1821,4721926
1822,6036598
1823,5770965
1824,5589347
1825,5524446
1826,4596734
1827,7972436
1828,4333553
1829,4590646
1830,5900312
1831,6810276
1832,4332301
1833,4469855
1834,12435391
1835,7466359
1836,4707581
1837,7939273
1838,5251229
1839,4987740
1840,4219051
1841,4470030
1842,5852027
1843,7002753
1844,5695974
1845,4437828
1846,4264348
1847,10835143
1848,4447969
1849,5468102
1850,4420941
1851,5877481
1852,5749299
1853,4735716
1854,4447508
1855,5976601
1856,6562104
1857,4455311
1858,4446568
1859,5464288
1860,4222682
1861,4347928
1862,5630466
1863,4930198
1864,4335907
1865,5970953
1866,5196298
1867,4209701
1868,5243410
1869,5707508
1870,4201883
1871,5062458
1872,7361456
1873,4673593
1874,5566724
1875,8500737
1876,6217978
1877,4996967
1878,4693953
1879,5070362
1880,5837647
1881,4439212
1882,8605598
1883,5553654
1884,6616836
1885,6096493
1886,4326135
1887,6842530
1888,4830666
1889,4834685
1890,5181081
1891,4559062
1892,4204928
1893,4425793
1894,6634515
1895,4833724
1896,4588808
1897,4939468
1898,4807354
1899,4428944
1900,4190027
1901,5580336
1902,4607504
1903,5205364
1904,4943667
1905,4935019
1906,6796514
1907,4442238
1908,5440846
1909,4558624
1910,4272236
1911,4766287
1912,6778522
1913,4560379
1914,5825077
1915,4627071
1916,4313885
1917,6951691
1918,9474556
1919,4860228
1920,4714864
1921,7085804
1922,4453706
1923,4745389
1924,4198327
1925,5446666
1926,4314154
1927,4456879
1928,6580804
1929,4323137
1930,4553457
1931,4665805
1932,4184114
1933,5084860
1934,8362593
1935,4446034
1936,5595637
1937,4405734
1938,5528140
1939,7235644
1940,4500546
1941,4622401
1942,4355221
1943,6847957
1944,4602219
1945,5462727
1946,6515680
1947,4363513
1948,4475310
1949,4912095
1950,4352830
1951,5482501
1952,4207443
1953,4880067
1954,4538353
1955,5969028
1956,8771526
1957,5021784
1958,4731563
1959,5640046
1960,6601785
1961,6152766
1962,5542831
1963,6746658
1964,5197691
1965,5959867
1966,6516229
1967,5042190
1968,4345213
1969,4977020
1970,7081653
1971,5112117
1972,5788288
1973,8004384
1974,6588524
1975,6533028
1976,6260329
1977,4328568
1978,4462397
1979,4377805
1980,4323336
1981,4221642
1982,4806388
1983,5915916
1984,6877106
1985,8830713
1986,9888564
1987,4587452
1988,4964966
1989,4704598
1990,6585741
1991,4678746
1992,5321154
1993,4695183
1994,6087496
1995,8959461
1996,4364217
1997,4220445
1998,6432572
1999,5485061
